data_id,source_id,age,production,birth_order,ethnicity,sex
55821,Smith,22,49,NA,NA,NA
55822,Smith,17,36,NA,NA,NA
55823,Smith,30,608,NA,NA,NA
55824,Smith,29,420,NA,NA,NA
55825,Smith,25,515,NA,NA,NA
55826,Smith,23,329,NA,NA,NA
55827,Smith,25,426,NA,NA,NA
55829,Smith,24,467,NA,NA,NA
55830,Smith,25,663,NA,NA,NA
55831,Smith,20,14,NA,NA,NA
55832,Smith,24,663,NA,NA,NA
55833,Smith,16,0,NA,NA,NA
55836,Smith,16,48,NA,NA,NA
55837,Smith,16,14,NA,NA,NA
55838,Smith,22,312,NA,NA,NA
55839,Smith,20,177,NA,NA,NA
55840,Smith,16,9,NA,NA,NA
55841,Smith,16,190,NA,NA,NA
55842,Smith,29,513,NA,NA,NA
55843,Smith,16,39,NA,NA,NA
55844,Smith,23,131,NA,NA,NA
55845,Smith,24,207,NA,NA,NA
55846,Smith,19,11,NA,NA,NA
55847,Smith,21,248,NA,NA,NA
55848,Smith,27,474,NA,NA,NA
55849,Smith,20,62,NA,NA,NA
55850,Smith,29,159,NA,NA,NA
55851,Smith,16,11,NA,NA,NA
55852,Smith,20,123,NA,NA,NA
55853,Smith,23,79,NA,NA,NA
55855,Smith,30,482,NA,NA,NA
55856,Smith,21,4,NA,NA,NA
55857,Smith,16,100,NA,NA,NA
55858,Smith,17,56,NA,NA,NA
55859,Smith,24,486,NA,NA,NA
55860,Smith,19,42,NA,NA,NA
55861,Smith,24,417,NA,NA,NA
55862,Smith,16,72,NA,NA,NA
55863,Smith,16,10,NA,NA,NA
55864,Smith,25,553,NA,NA,NA
55865,Smith,24,451,NA,NA,NA
55866,Smith,19,46,NA,NA,NA
55867,Smith,19,30,NA,NA,NA
55868,Smith,27,556,NA,NA,NA
55869,Smith,17,19,NA,NA,NA
55870,Smith,18,99,NA,NA,NA
55871,Smith,17,224,NA,NA,NA
55872,Smith,20,412,NA,NA,NA
55874,Smith,20,159,NA,NA,NA
55875,Smith,20,28,NA,NA,NA
55876,Smith,17,44,NA,NA,NA
55877,Smith,19,10,NA,NA,NA
55879,Smith,24,102,NA,NA,NA
55880,Smith,19,64,NA,NA,NA
55881,Smith,25,121,NA,NA,NA
55882,Smith,25,679,NA,NA,NA
55883,Smith,29,379,NA,NA,NA
55884,Smith,30,481,NA,NA,NA
55885,Smith,17,89,NA,NA,NA
55886,Smith,29,272,NA,NA,NA
55887,Smith,24,174,NA,NA,NA
55889,Smith,26,678,NA,NA,NA
55890,Smith,25,263,NA,NA,NA
55891,Smith,28,429,NA,NA,NA
55892,Smith,16,148,NA,NA,NA
55893,Smith,16,15,NA,NA,NA
55894,Smith,24,235,NA,NA,NA
55895,Smith,30,317,NA,NA,NA
55896,Smith,17,138,NA,NA,NA
55897,Smith,17,17,NA,NA,NA
55898,Smith,28,635,NA,NA,NA
55899,Smith,27,585,NA,NA,NA
55900,Smith,17,9,NA,NA,NA
55901,Smith,25,470,NA,NA,NA
55902,Smith,28,520,NA,NA,NA
55903,Smith,25,425,NA,NA,NA
55904,Smith,24,78,NA,NA,NA
55905,Smith,25,299,NA,NA,NA
55906,Smith,22,625,NA,NA,NA
55907,Smith,29,498,NA,NA,NA
55908,Smith,18,84,NA,NA,NA
55909,Smith,17,21,NA,NA,NA
55910,Smith,29,117,NA,NA,NA
55911,Smith,24,174,NA,NA,NA
55912,Smith,27,292,NA,NA,NA
55913,Smith,24,63,NA,NA,NA
55914,Smith,26,527,NA,NA,NA
55915,Smith,22,125,NA,NA,NA
55916,Smith,24,119,NA,NA,NA
55917,Smith,25,143,NA,NA,NA
55918,Smith,18,169,NA,NA,NA
55919,Smith,25,273,NA,NA,NA
55920,Smith,18,309,NA,NA,NA
55921,Smith,28,124,NA,NA,NA
55922,Smith,18,13,NA,NA,NA
55923,Smith,23,549,NA,NA,NA
55924,Smith,21,34,NA,NA,NA
55925,Smith,18,143,NA,NA,NA
55926,Smith,24,606,NA,NA,NA
55927,Smith,18,131,NA,NA,NA
55928,Smith,24,261,NA,NA,NA
55929,Smith,18,15,NA,NA,NA
55930,Smith,21,117,NA,NA,NA
55931,Smith,27,234,NA,NA,NA
55932,Smith,23,172,NA,NA,NA
55933,Smith,20,159,NA,NA,NA
55934,Smith,27,513,NA,NA,NA
55935,Smith,29,478,NA,NA,NA
55936,Smith,17,27,NA,NA,NA
55937,Smith,24,174,NA,NA,NA
55938,Smith,22,11,NA,NA,NA
55939,Smith,30,615,NA,NA,NA
55940,Smith,21,1,NA,NA,NA
55941,Smith,21,368,NA,NA,NA
55942,Smith,16,57,NA,NA,NA
55943,Smith,22,192,NA,NA,NA
55944,Smith,27,270,NA,NA,NA
55945,Smith,24,314,NA,NA,NA
55946,Smith,19,152,NA,NA,NA
55947,Smith,18,67,NA,NA,NA
55948,Smith,27,360,NA,NA,NA
55949,Smith,20,24,NA,NA,NA
55950,Smith,29,423,NA,NA,NA
55951,Smith,27,554,NA,NA,NA
55952,Smith,25,174,NA,NA,NA
55953,Smith,19,166,NA,NA,NA
55954,Smith,20,97,NA,NA,NA
55955,Smith,29,127,NA,NA,NA
55956,Smith,20,101,NA,NA,NA
55957,Smith,24,97,NA,NA,NA
55958,Smith,27,314,NA,NA,NA
55959,Smith,29,489,NA,NA,NA
55960,Smith,18,21,NA,NA,NA
55961,Smith,24,454,NA,NA,NA
55962,Smith,26,420,NA,NA,NA
55963,Smith,22,500,NA,NA,NA
55964,Smith,20,193,NA,NA,NA
55965,Smith,24,7,NA,NA,NA
55966,Smith,29,541,NA,NA,NA
55967,Smith,23,399,NA,NA,NA
55968,Smith,17,29,NA,NA,NA
55969,Smith,25,336,NA,NA,NA
55970,Smith,29,655,NA,NA,NA
55971,Smith,22,571,NA,NA,NA
55972,Smith,24,336,NA,NA,NA
55973,Smith,28,370,NA,NA,NA
55974,Smith,21,11,NA,NA,NA
55975,Smith,17,174,NA,NA,NA
55976,Smith,23,472,NA,NA,NA
55977,Smith,30,483,NA,NA,NA
55978,Smith,30,209,NA,NA,NA
55979,Smith,19,226,NA,NA,NA
55980,Smith,23,367,NA,NA,NA
55981,Smith,22,135,NA,NA,NA
55982,Smith,17,119,NA,NA,NA
55983,Smith,24,490,NA,NA,NA
55984,Smith,23,680,NA,NA,NA
55985,Smith,24,46,NA,NA,NA
55987,Smith,18,178,NA,NA,NA
55988,Smith,23,237,NA,NA,NA
55989,Smith,18,8,NA,NA,NA
55990,Smith,22,5,NA,NA,NA
55991,Smith,17,18,NA,NA,NA
55993,Smith,29,558,NA,NA,NA
55994,Smith,22,117,NA,NA,NA
55995,Smith,22,159,NA,NA,NA
55997,Smith,20,216,NA,NA,NA
55998,Smith,21,93,NA,NA,NA
55999,Smith,27,672,NA,NA,NA
56000,Smith,21,480,NA,NA,NA
56001,Smith,23,144,NA,NA,NA
56002,Smith,20,193,NA,NA,NA
56003,Smith,22,15,NA,NA,NA
56004,Smith,22,11,NA,NA,NA
56005,Smith,22,402,NA,NA,NA
56006,Smith,22,287,NA,NA,NA
56007,Smith,22,50,NA,NA,NA
56008,Smith,30,606,NA,NA,NA
56010,Smith,23,613,NA,NA,NA
56011,Smith,25,296,NA,NA,NA
56012,Smith,19,110,NA,NA,NA
56014,Smith,23,541,NA,NA,NA
56015,Smith,29,581,NA,NA,NA
56016,Smith,22,387,NA,NA,NA
56017,Smith,20,111,NA,NA,NA
56018,Smith,24,138,NA,NA,NA
56019,Smith,30,520,NA,NA,NA
56020,Smith,17,128,NA,NA,NA
56021,Smith,17,52,NA,NA,NA
56022,Smith,17,53,NA,NA,NA
56023,Smith,21,115,NA,NA,NA
56024,Smith,17,21,NA,NA,NA
56025,Smith,21,29,NA,NA,NA
56026,Smith,20,24,NA,NA,NA
56027,Smith,22,115,NA,NA,NA
56028,Smith,22,85,NA,NA,NA
56029,Smith,22,261,NA,NA,NA
56030,Smith,23,183,NA,NA,NA
56031,Smith,25,245,NA,NA,NA
56032,Smith,24,127,NA,NA,NA
56033,Smith,22,62,NA,NA,NA
56034,Smith,24,275,NA,NA,NA
56035,Smith,21,257,NA,NA,NA
56036,Smith,17,44,NA,NA,NA
56037,Smith,25,376,NA,NA,NA
56038,Smith,20,339,NA,NA,NA
56039,Smith,22,182,NA,NA,NA
56040,Smith,29,271,NA,NA,NA
56041,Smith,21,315,NA,NA,NA
56042,Smith,24,397,NA,NA,NA
56043,Smith,24,555,NA,NA,NA
56044,Smith,17,24,NA,NA,NA
56045,Smith,21,42,NA,NA,NA
56046,Smith,16,25,NA,NA,NA
56047,Smith,20,313,NA,NA,NA
56048,Smith,17,16,NA,NA,NA
56049,Smith,22,279,NA,NA,NA
56050,Smith,17,4,NA,NA,NA
56051,Smith,30,62,NA,NA,NA
56052,Smith,28,444,NA,NA,NA
56053,Smith,17,37,NA,NA,NA
56054,Smith,20,242,NA,NA,NA
56055,Smith,24,230,NA,NA,NA
56056,Smith,16,96,NA,NA,NA
56057,Smith,16,85,NA,NA,NA
56058,Smith,23,325,NA,NA,NA
56059,Smith,24,189,NA,NA,NA
56060,Smith,18,204,NA,NA,NA
56061,Smith,30,679,NA,NA,NA
56062,Smith,29,426,NA,NA,NA
56063,Smith,24,100,NA,NA,NA
56064,Smith,29,365,NA,NA,NA
56065,Smith,18,17,NA,NA,NA
56067,Smith,17,94,NA,NA,NA
56068,Smith,29,187,NA,NA,NA
56069,Smith,17,15,NA,NA,NA
56070,Smith,18,17,NA,NA,NA
56071,Smith,18,26,NA,NA,NA
56073,Smith,29,596,NA,NA,NA
56074,Smith,17,8,NA,NA,NA
56075,Smith,20,252,NA,NA,NA
56076,Smith,24,1,NA,NA,NA
56077,Smith,18,109,NA,NA,NA
56078,Smith,17,9,NA,NA,NA
56079,Smith,25,49,NA,NA,NA
56080,Smith,28,635,NA,NA,NA
56081,Smith,30,593,NA,NA,NA
56082,Smith,17,10,NA,NA,NA
56083,Smith,29,537,NA,NA,NA
56084,Smith,30,350,NA,NA,NA
56085,Smith,17,29,NA,NA,NA
56086,Smith,17,106,NA,NA,NA
56087,Smith,19,231,NA,NA,NA
56088,Smith,17,24,NA,NA,NA
56089,Smith,30,452,NA,NA,NA
56090,Smith,18,104,NA,NA,NA
56091,Smith,17,128,NA,NA,NA
56092,Smith,28,334,NA,NA,NA
56093,Smith,29,560,NA,NA,NA
56094,Smith,19,197,NA,NA,NA
56095,Smith,30,373,NA,NA,NA
56096,Smith,24,201,NA,NA,NA
56097,Smith,18,20,NA,NA,NA
56098,Smith,28,352,NA,NA,NA
56099,Smith,24,96,NA,NA,NA
56100,Smith,30,445,NA,NA,NA
56101,Smith,17,6,NA,NA,NA
56102,Smith,21,361,NA,NA,NA
56103,Smith,21,19,NA,NA,NA
56104,Smith,17,39,NA,NA,NA
56105,Smith,25,589,NA,NA,NA
56107,Smith,18,26,NA,NA,NA
56108,Smith,18,134,NA,NA,NA
56109,Smith,21,148,NA,NA,NA
56110,Smith,21,95,NA,NA,NA
56113,Smith,25,668,NA,NA,NA
56114,Smith,19,26,NA,NA,NA
56115,Smith,19,5,NA,NA,NA
56116,Smith,17,9,NA,NA,NA
56118,Smith,17,150,NA,NA,NA
56119,Smith,25,435,NA,NA,NA
56120,Smith,20,42,NA,NA,NA
56121,Smith,24,119,NA,NA,NA
56124,Smith,21,109,NA,NA,NA
56125,Smith,17,21,NA,NA,NA
56127,Smith,18,32,NA,NA,NA
56128,Smith,30,552,NA,NA,NA
56129,Smith,21,364,NA,NA,NA
56130,Smith,18,47,NA,NA,NA
56131,Smith,17,63,NA,NA,NA
56132,Smith,20,170,NA,NA,NA
56134,Smith,19,143,NA,NA,NA
56135,Smith,25,321,NA,NA,NA
56136,Smith,16,90,NA,NA,NA
56138,Smith,17,39,NA,NA,NA
56139,Smith,16,33,NA,NA,NA
56141,Smith,16,16,NA,NA,NA
56142,Byers,25,628,NA,NA,NA
56143,Byers,24,392,NA,NA,NA
56144,Byers,26,599,NA,NA,NA
56145,Byers,27,390,NA,NA,NA
56146,Byers,20,114,NA,NA,NA
56147,Byers,24,436,NA,NA,NA
56148,Byers,24,282,NA,NA,NA
56149,Byers,25,0,NA,NA,NA
56150,Byers,25,139,NA,NA,NA
56151,Byers,24,390,NA,NA,NA
56152,Byers,24,428,NA,NA,NA
56153,Byers,24,350,NA,NA,NA
56154,Byers,25,194,NA,NA,NA
56155,Byers,25,670,NA,NA,NA
56156,Byers,25,555,NA,NA,NA
56157,Byers,24,266,NA,NA,NA
56158,Byers,25,285,NA,NA,NA
56159,Byers,24,426,NA,NA,NA
56160,Byers,24,167,NA,NA,NA
56161,Byers,24,434,NA,NA,NA
56162,Byers,25,140,NA,NA,NA
56163,Byers,25,0,NA,NA,NA
56164,Byers,24,285,NA,NA,NA
56165,Byers,24,498,NA,NA,NA
56166,Byers,24,496,NA,NA,NA
56167,Byers,24,571,NA,NA,NA
56168,Byers,19,103,NA,NA,NA
56169,Thal,16,24,NA,NA,Female
56170,Thal,16,18,NA,NA,Female
56171,Thal,16,62,NA,NA,Male
56172,Thal,16,15,NA,NA,Female
56173,Thal,16,22,NA,NA,Male
56174,Thal,16,23,NA,NA,Female
56175,Thal,16,71,NA,NA,Female
56176,Thal,16,78,NA,NA,Male
56177,Thal,16,42,NA,NA,Male
56178,Thal,16,35,NA,NA,Male
56179,Thal,16,51,NA,NA,Male
56180,Thal,16,120,NA,NA,Female
56181,Thal,16,31,NA,NA,Female
56182,Thal,16,71,NA,NA,Male
56183,Thal,16,138,NA,NA,Female
56184,Thal,16,107,NA,NA,Female
56185,Thal,16,6,NA,NA,Female
56186,Thal,16,6,NA,NA,Female
56187,Thal,16,41,NA,NA,Male
56188,Thal,16,75,NA,NA,Male
56189,Thal,16,31,NA,NA,Female
56190,Thal,16,12,NA,NA,Male
56191,Thal,16,93,NA,NA,Male
56192,Thal,16,8,NA,NA,Male
56193,Thal,16,44,NA,NA,Female
56194,Thal,16,100,NA,NA,Female
56195,Thal,16,220,NA,NA,Female
56196,Thal,16,25,NA,NA,Female
56197,Thal,16,5,NA,NA,Female
56198,Thal,16,17,NA,NA,Male
56199,Thal,16,10,NA,NA,Male
56200,Thal,16,46,NA,NA,Female
56201,Thal,16,10,NA,NA,Female
56202,Thal,16,52,NA,NA,Male
56203,Thal,16,59,NA,NA,Female
56204,Thal,16,3,NA,NA,Male
56205,Thal,16,4,NA,NA,Male
56206,Thal,16,56,NA,NA,Male
56207,Thal,16,41,NA,NA,Male
56208,Thal,16,47,NA,NA,Female
56209,Thal,16,34,NA,NA,Female
56210,Thal,16,68,NA,NA,Male
56211,Thal,16,91,NA,NA,Female
56212,Thal,16,89,NA,NA,Male
56213,Thal,16,4,NA,NA,Male
56214,Thal,16,22,NA,NA,Male
56215,Thal,16,31,NA,NA,Female
56216,Thal,16,81,NA,NA,Female
56217,Thal,16,8,NA,NA,Female
56218,Thal,16,17,NA,NA,Male
56219,Thal,16,552,NA,NA,Male
56220,Thal,16,11,NA,NA,Female
56221,Thal,16,45,NA,NA,Male
56222,Thal,16,62,NA,NA,Male
56223,Thal,16,21,NA,NA,Male
56224,Thal,16,6,NA,NA,Male
56225,Thal,16,24,NA,NA,Female
56226,Thal,16,242,NA,NA,Female
56227,Thal,16,26,NA,NA,Male
56228,Thal,16,14,NA,NA,Male
56229,Thal,16,37,NA,NA,Male
56230,Thal,16,35,NA,NA,Male
56231,Thal,16,51,NA,NA,Female
56232,Thal,16,51,NA,NA,Female
56233,Thal,16,22,NA,NA,Female
56234,Thal,16,17,NA,NA,Male
56235,Thal,16,41,NA,NA,Male
56236,Thal,16,27,NA,NA,Female
56237,Thal,16,26,NA,NA,Female
56238,Thal,16,52,NA,NA,Male
56239,Thal,16,69,NA,NA,Male
56240,Thal,16,6,NA,NA,Female
56241,Thal,16,35,NA,NA,Male
56242,Thal,16,117,NA,NA,Female
56243,Thal,16,200,NA,NA,Male
56244,Thal,16,25,NA,NA,Male
56245,Thal,16,108,NA,NA,Male
56246,Thal,16,42,NA,NA,Female
56247,Thal,16,4,NA,NA,Male
56248,Thal,16,25,NA,NA,Female
56249,Thal,16,45,NA,NA,Male
56250,Thal,16,145,NA,NA,Female
56251,Thal,16,60,NA,NA,Female
56252,Thal,16,85,NA,NA,Female
56253,Thal,16,6,NA,NA,Male
56254,Thal,16,77,NA,NA,Male
56255,Thal,16,74,NA,NA,Male
56256,Thal,16,7,NA,NA,Female
56257,Thal,16,12,NA,NA,Female
56258,Thal,16,322,NA,NA,Female
56259,Thal,16,1,NA,NA,Female
56260,Thal,16,77,NA,NA,Female
56261,Thal,16,50,NA,NA,Female
56262,Thal,16,7,NA,NA,Female
56263,Thal,16,17,NA,NA,Male
56264,Thal,16,46,NA,NA,Female
56265,Thal,16,59,NA,NA,Male
56266,Thal,16,30,NA,NA,Female
56267,Thal,16,99,NA,NA,Male
56268,Thal,16,36,NA,NA,Female
56269,Thal,16,34,NA,NA,Male
56270,Thal,16,25,NA,NA,Female
56271,Thal,16,7,NA,NA,Male
56272,Thal,16,86,NA,NA,Female
56273,Thal,16,42,NA,NA,Male
56274,Thal,16,6,NA,NA,Male
56275,Thal,16,8,NA,NA,Female
56276,Thal,16,8,NA,NA,Female
56277,Thal,16,23,NA,NA,Female
56278,Thal,16,170,NA,NA,Female
56279,Thal,16,11,NA,NA,Male
56280,Thal,16,180,NA,NA,Female
56281,Thal,16,83,NA,NA,Female
56282,Thal,16,167,NA,NA,Female
56283,Thal,16,5,NA,NA,Male
56284,Thal,16,5,NA,NA,Female
56285,Thal,16,18,NA,NA,Female
56286,Thal,16,12,NA,NA,Female
56287,Thal,16,74,NA,NA,Female
56288,Thal,16,20,NA,NA,Male
56289,Thal,16,123,NA,NA,Male
56290,Thal,16,14,NA,NA,Male
56291,Thal,16,32,NA,NA,Female
56292,Thal,16,25,NA,NA,Male
56293,Thal,16,71,NA,NA,Male
56294,Thal,16,13,NA,NA,Male
56295,Thal,16,14,NA,NA,Female
56296,Thal,16,13,NA,NA,Male
56297,Thal,16,28,NA,NA,Female
56298,Thal,16,68,NA,NA,Male
56299,Thal,16,21,NA,NA,Male
56300,Thal,17,16,NA,NA,Male
56301,Thal,16,26,NA,NA,Male
56302,Thal,16,18,NA,NA,Female
56303,Thal,16,48,NA,NA,Female
56304,Thal,16,33,NA,NA,Female
56305,Thal,16,16,NA,NA,Female
56306,Thal,16,74,NA,NA,Male
56307,Thal,16,83,NA,NA,Female
56308,Thal,16,68,NA,NA,Male
56309,Thal,16,6,NA,NA,Female
56310,Thal,16,11,NA,NA,Female
56311,Thal,16,64,NA,NA,Female
56312,Thal,16,14,NA,NA,Male
56313,Thal,16,60,NA,NA,Male
56314,Thal,16,44,NA,NA,Male
56315,Thal,16,32,NA,NA,Male
56316,Thal,16,14,NA,NA,Male
56317,Thal,16,86,NA,NA,Male
56318,Thal,16,27,NA,NA,Male
56319,Thal,16,45,NA,NA,Male
56320,Thal,16,83,NA,NA,Male
56321,Thal,16,54,NA,NA,Male
56322,Thal,16,15,NA,NA,Female
56323,Thal,16,42,NA,NA,Female
56324,Thal,16,17,NA,NA,Male
56325,Thal,16,23,NA,NA,Male
56326,Thal,16,48,NA,NA,Female
56327,Thal,16,33,NA,NA,Female
56328,Thal,16,54,NA,NA,Male
56329,Thal,16,9,NA,NA,Female
56330,Thal,16,92,NA,NA,Male
56331,Thal,16,86,NA,NA,Male
56332,Thal,16,36,NA,NA,Female
56333,Thal,16,24,NA,NA,Female
56334,Thal,16,146,NA,NA,Female
56335,Thal,16,7,NA,NA,Male
56336,Thal,16,18,NA,NA,Female
56337,Thal,16,73,NA,NA,Male
56338,Thal,16,62,NA,NA,Female
56339,Thal,16,26,NA,NA,Female
56340,Thal,16,9,NA,NA,Male
56341,Thal,16,7,NA,NA,Female
56342,Thal,16,21,NA,NA,Female
56343,Thal,16,18,NA,NA,Male
56344,Thal,16,49,NA,NA,Female
56345,Thal,16,45,NA,NA,Male
56346,Thal,16,5,NA,NA,Female
56347,Thal,16,36,NA,NA,Male
56348,Thal,16,46,NA,NA,Female
56349,Thal,16,12,NA,NA,Male
56350,Thal,16,18,NA,NA,Male
56351,Thal,16,39,NA,NA,Female
56352,Thal,16,174,NA,NA,Female
56353,Thal,16,85,NA,NA,Male
56354,Thal,16,304,NA,NA,Female
56355,Thal,16,55,NA,NA,Female
56356,Thal,16,17,NA,NA,Female
56357,Thal,16,167,NA,NA,Female
56358,Thal,16,59,NA,NA,Male
56359,Thal,16,54,NA,NA,Male
56360,Thal,16,14,NA,NA,Male
56361,Thal,16,101,NA,NA,Female
56362,Thal,16,60,NA,NA,Female
56363,Thal,16,157,NA,NA,Female
56364,Thal,16,44,NA,NA,Female
56365,Thal,16,21,NA,NA,Male
56366,Thal,16,27,NA,NA,Female
56367,Thal,16,41,NA,NA,Male
56368,Thal,16,30,NA,NA,Male
56369,Thal,16,27,NA,NA,Female
56370,Thal,16,90,NA,NA,Male
56371,Thal,16,4,NA,NA,Female
56372,Thal,16,34,NA,NA,Male
56373,Thal,16,16,NA,NA,Male
56374,Thal,16,156,NA,NA,Male
56375,Thal,16,179,NA,NA,Female
56376,Thal,16,30,NA,NA,Male
56377,Thal,16,209,NA,NA,Female
56378,Thal,16,100,NA,NA,Male
56379,Thal,16,165,NA,NA,Female
56380,Thal,16,10,NA,NA,Female
56381,Thal,16,11,NA,NA,Female
56382,Thal,16,404,NA,NA,Female
56383,Thal,16,272,NA,NA,Male
56384,Thal,16,311,NA,NA,Male
56385,Thal,16,57,NA,NA,Male
56386,Thal,16,21,NA,NA,Male
56387,Thal,16,58,NA,NA,Male
56388,Thal,16,107,NA,NA,Male
56389,Thal,16,28,NA,NA,Female
56390,Thal,16,39,NA,NA,Male
56391,Thal,16,8,NA,NA,Male
56392,Thal,16,31,NA,NA,Male
56393,Thal,16,52,NA,NA,Male
56394,Thal,16,12,NA,NA,Female
56395,Thal,16,23,NA,NA,Male
56396,Thal,16,19,NA,NA,Male
56397,Thal,16,51,NA,NA,Female
56398,Thal,16,28,NA,NA,Male
56399,Thal,16,154,NA,NA,Female
56400,Thal,16,26,NA,NA,Female
56401,Thal,16,1,NA,NA,Male
56402,Thal,16,78,NA,NA,Female
56403,Thal,16,151,NA,NA,Male
56404,Thal,16,48,NA,NA,Male
56405,Thal,16,85,NA,NA,Male
56406,Thal,16,49,NA,NA,Female
56407,Thal,16,89,NA,NA,Male
56408,Thal,16,64,NA,NA,Female
56409,Thal,16,279,NA,NA,Female
56410,Thal,16,160,NA,NA,Male
56411,Thal,16,74,NA,NA,Female
56412,Thal,16,70,NA,NA,Male
56413,Thal,16,8,NA,NA,Male
56414,Thal,16,37,NA,NA,Male
56415,Thal,16,10,NA,NA,Male
56416,Thal,16,27,NA,NA,Male
56417,Thal,16,41,NA,NA,Male
56418,Thal,16,156,NA,NA,Female
56419,Thal,16,40,NA,NA,Male
56420,Thal,16,34,NA,NA,Male
56421,Thal,16,8,NA,NA,Male
56422,Thal,16,17,NA,NA,Male
56423,Thal,16,22,NA,NA,Male
56424,Thal,16,7,NA,NA,Female
56425,Thal,16,81,NA,NA,Male
56426,Thal,16,67,NA,NA,Female
56427,Thal,16,29,NA,NA,Male
56428,Thal,16,151,NA,NA,Female
56429,Thal,16,18,NA,NA,Male
56430,Thal,16,76,NA,NA,Male
56431,Thal,16,12,NA,NA,Male
56432,Thal,16,66,NA,NA,Male
56433,Thal,16,28,NA,NA,Female
56434,Thal,16,8,NA,NA,Male
56435,Thal,16,32,NA,NA,Female
56436,Thal,16,20,NA,NA,Male
56437,Thal,16,73,NA,NA,Female
56438,Thal,16,129,NA,NA,Female
56439,Thal,16,6,NA,NA,Male
56440,Thal,16,98,NA,NA,Female
56441,Thal,16,8,NA,NA,Female
56442,Thal,16,47,NA,NA,Female
56443,Thal,16,52,NA,NA,Male
56444,Thal,16,58,NA,NA,Male
56445,Thal,16,6,NA,NA,Female
56446,Thal,16,26,NA,NA,Female
56447,Thal,16,60,NA,NA,Male
56448,Thal,16,8,NA,NA,Male
56449,Thal,16,29,NA,NA,Female
56450,Thal,16,30,NA,NA,Female
56451,Thal,16,33,NA,NA,Male
56452,Thal,16,188,NA,NA,Female
56453,Thal,16,17,NA,NA,Male
56454,Thal,16,61,NA,NA,Female
56455,Thal,16,18,NA,NA,Female
56456,Thal,16,240,NA,NA,Female
56457,Thal,16,49,NA,NA,Female
56458,Thal,16,56,NA,NA,Male
56459,Thal,16,82,NA,NA,Female
56460,Thal,16,155,NA,NA,Female
56461,Thal,16,9,NA,NA,Female
56462,Thal,16,3,NA,NA,Female
56463,Thal,16,16,NA,NA,Male
56464,Thal,16,49,NA,NA,Male
56465,Thal,16,26,NA,NA,Male
56466,Thal,16,56,NA,NA,Male
56467,Thal,16,9,NA,NA,Male
56468,Thal,16,110,NA,NA,Male
56469,Thal,16,29,NA,NA,Female
56470,Thal,16,160,NA,NA,Male
56471,Thal,16,2,NA,NA,Male
56472,Thal,16,4,NA,NA,Female
56473,Thal,16,11,NA,NA,Female
56474,Thal,16,278,NA,NA,Female
56475,Thal,16,98,NA,NA,Male
56476,Thal,16,35,NA,NA,Male
56477,Thal,16,10,NA,NA,Female
56478,Thal,16,47,NA,NA,Female
56479,Thal,16,28,NA,NA,Male
56480,Thal,16,36,NA,NA,Male
56481,Thal,16,26,NA,NA,Male
56482,Thal,16,94,NA,NA,Male
56483,Thal,16,43,NA,NA,Male
56484,Thal,16,56,NA,NA,Female
56485,Thal,16,26,NA,NA,Male
56486,Thal,16,124,NA,NA,Male
56487,Thal,16,26,NA,NA,Female
56488,Thal,16,42,NA,NA,Female
56489,Thal,16,81,NA,NA,Female
56490,Thal,16,23,NA,NA,Male
56491,Thal,16,260,NA,NA,Male
56492,Thal,16,7,NA,NA,Male
56493,Thal,16,148,NA,NA,Male
56494,Thal,16,156,NA,NA,Female
56495,Thal,16,23,NA,NA,Male
56496,Thal,16,26,NA,NA,Male
56497,Thal,16,90,NA,NA,Female
56498,Thal,16,45,NA,NA,Female
56499,Thal,16,56,NA,NA,Male
56500,Thal,16,91,NA,NA,Male
56501,Thal,16,14,NA,NA,Male
56502,Thal,16,32,NA,NA,Male
56503,Thal,16,134,NA,NA,Female
56504,Thal,16,46,NA,NA,Male
56505,Thal,16,173,NA,NA,Female
56506,Thal,16,47,NA,NA,Male
56507,Thal,16,4,NA,NA,Male
56508,Thal,16,120,NA,NA,Female
56509,Thal,16,58,NA,NA,Female
56510,Thal,16,60,NA,NA,Female
56511,Thal,16,73,NA,NA,Female
56512,Thal,16,60,NA,NA,Male
56513,Thal,16,43,NA,NA,Male
56514,Thal,16,26,NA,NA,Male
56515,Thal,16,26,NA,NA,Male
56516,Thal,16,48,NA,NA,Female
56517,Thal,16,182,NA,NA,Male
56518,Thal,16,8,NA,NA,Male
56519,Thal,16,27,NA,NA,Male
56520,Thal,16,17,NA,NA,Male
56521,Thal,16,35,NA,NA,Male
56522,Thal,16,133,NA,NA,Male
56523,Thal,16,101,NA,NA,Female
56524,Thal,16,76,NA,NA,Male
56525,Thal,16,153,NA,NA,Female
56526,Thal,16,76,NA,NA,Male
56527,Thal,16,5,NA,NA,Male
56528,Thal,16,101,NA,NA,Female
56529,Thal,16,65,NA,NA,Female
56530,Thal,16,176,NA,NA,Female
56531,Thal,16,1,NA,NA,Male
56532,Thal,16,62,NA,NA,Male
56533,Thal,16,19,NA,NA,Male
56534,Thal,16,40,NA,NA,Female
56535,Thal,16,18,NA,NA,Male
56536,Thal,16,22,NA,NA,Female
56537,Thal,16,3,NA,NA,Female
56538,Thal,16,20,NA,NA,Male
56539,Thal,16,20,NA,NA,Female
56540,Thal,16,48,NA,NA,Male
56541,Thal,16,6,NA,NA,Female
56542,Thal,16,93,NA,NA,Female
